Age,Annual_Income,Transaction_Amounts,Customer_Satisfaction_Score,Number_of_Visits,Net_Promoter_Score,Loyalty_Program_Engagement,Lifetime_Spend,Items_Purchased_Per_Visit,Online_Shopper
49.63,130.46,3.58,91.89,7,0.7216,0.4814,416.95,11,0.0
45.71,143.4,1.07,57.79,2,-0.2934,0.6209,496.13,14,
43.08,93.22,0.88,99.5,2,-0.7749,0.5366,552.56,3,0.0
35.94,120.85,5.8,2.25,2,0.0003,0.4086,555.67,47,0.0
49.17,85.87,0.43,78.59,3,-0.0461,0.1152,506.35,40,1.0
34.95,88.25,2.9,5.53,1,1.6556,0.0538,391.99,12,0.0
57.6,92.28,3.89,73.44,11,-0.1014,0.4591,564.75,16,1.0
50.82,113.69,1.33,94.4,4,-0.979,0.1111,519.05,34,0.0
35.42,78.5,0.69,32.68,4,-0.4292,0.2929,374.45,5,0.0
46.91,131.0,3.37,33.89,5,-0.143,0.1185,518.78,44,0.0
42.48,118.76,2.08,23.93,1,0.5012,0.0924,477.26,17,1.0
53.19,113.23,0.76,43.13,2,-0.1254,0.1671,476.6,44,0.0
63.4,94.12,1.18,47.28,3,-1.6255,0.2389,478.5,35,1.0
31.25,116.59,3.18,57.19,6,-0.7076,0.2721,688.88,16,0.0
51.15,41.65,0.71,68.84,5,-1.1162,0.1493,500.44,35,0.0
48.4,108.82,13.75,61.78,2,0.0938,0.4229,409.76,24,1.0
56.71,103.2,7.47,9.89,1,-0.3075,0.0861,502.52,14,1.0
52.13,62.28,1.97,63.21,1,0.1657,0.2636,406.23,28,
42.48,108.13,1.49,19.27,4,-0.2368,0.3808,391.83,9,0.0
46.81,111.82,10.37,53.47,5,1.767,0.2065,597.8,49,1.0
42.04,62.93,2.78,58.75,1,-0.2851,0.7679,326.69,12,1.0
60.76,76.26,9.93,43.63,0,-0.5256,0.3954,570.57,18,0.0
50.21,141.29,6.78,41.77,2,1.1367,0.4419,506.49,39,1.0
69.01,96.27,0.48,42.53,3,1.2715,0.2591,540.79,25,0.0
49.39,119.51,8.4,23.49,2,-1.4273,0.1772,613.95,40,1.0
42.92,122.54,3.88,80.32,3,-0.6377,0.3587,554.21,5,1.0
34.86,107.88,5.66,48.57,4,1.1806,0.0509,461.35,45,0.0
31.97,120.34,1.24,50.52,5,0.5475,0.3988,317.93,42,1.0
34.16,57.74,0.0,18.46,1,-1.0942,0.0764,407.34,34,1.0
52.67,95.39,2.03,47.55,4,0.9199,0.5092,557.56,46,1.0
55.09,38.39,1.06,43.72,2,-1.1418,0.4603,626.47,1,1.0
34.19,65.08,2.86,41.4,6,-2.3176,0.0996,601.71,38,1.0
58.95,89.08,0.48,44.61,6,-0.0075,0.3454,422.03,5,1.0
45.17,86.69,11.27,24.61,3,-1.3996,0.3663,415.26,5,1.0
51.47,100.83,0.63,79.49,7,-0.0085,0.3193,459.56,23,0.0
66.12,99.59,7.22,19.52,5,-1.209,0.0442,601.17,42,0.0
58.97,102.67,14.01,53.93,3,-0.9849,0.0661,566.39,40,1.0
47.31,103.49,0.8,32.24,7,-0.3632,0.1431,524.58,12,0.0
41.09,106.66,2.13,71.9,2,-1.1941,0.0401,401.13,49,0.0
28.48,80.82,6.57,69.12,1,1.3606,0.2501,681.07,46,0.0
42.81,85.5,6.27,69.83,4,0.2357,0.2435,490.61,36,
47.89,99.26,0.19,88.53,7,-0.7333,0.6585,463.45,7,1.0
40.13,99.57,0.37,78.08,1,0.2029,0.4367,525.4,15,1.0
48.69,78.36,0.64,32.96,2,0.6392,0.3933,499.61,30,0.0
50.77,121.63,4.2,39.36,1,0.442,0.2055,523.56,35,0.0
47.75,114.5,0.28,86.74,4,0.4982,0.1417,281.19,31,0.0
43.5,82.81,4.44,82.37,3,-1.8905,0.0746,582.27,40,1.0
51.69,95.83,2.1,92.12,3,-1.0797,0.0441,546.29,19,1.0
54.42,140.19,5.53,83.86,3,1.0243,0.3908,602.28,40,0.0
39.1,103.21,7.62,12.93,4,-0.5034,0.3858,466.44,8,1.0
64.11,107.91,7.84,33.02,3,-1.4439,0.6909,306.32,43,1.0
49.01,87.82,0.19,29.25,5,-1.4997,0.2278,597.2,20,1.0
50.19,93.74,14.71,37.9,3,-0.6084,0.6874,594.46,9,1.0
57.08,130.23,4.42,29.23,3,-0.3469,0.4886,416.84,4,1.0
52.33,102.27,11.3,78.48,3,-1.0043,0.2973,330.88,3,0.0
59.53,98.58,4.77,70.08,2,-0.7634,0.1519,479.11,1,0.0
52.87,100.15,3.31,19.88,1,0.7688,0.3341,506.87,3,1.0
43.88,150.91,6.54,17.98,1,-2.1611,0.1138,317.74,29,1.0
53.62,100.8,1.24,21.8,3,1.8237,0.1368,556.81,5,
38.56,83.4,0.54,31.41,3,-1.5385,0.0554,481.84,21,0.0
51.09,86.89,0.47,68.27,2,1.1621,0.3316,541.91,8,1.0
49.67,115.62,9.46,36.89,5,0.452,0.1272,296.43,16,1.0
47.92,71.43,12.18,42.42,1,1.2567,0.2129,488.62,21,0.0
48.71,109.01,8.42,4.21,3,-1.3781,0.3304,608.26,6,0.0
31.18,85.52,11.74,48.01,6,-0.4824,0.318,637.44,47,1.0
44.51,62.82,20.92,44.16,7,0.5778,0.5089,454.54,34,1.0
50.93,80.4,3.73,68.36,2,-0.3477,0.3809,343.86,27,0.0
51.6,100.55,0.84,20.16,5,-0.9068,0.2932,593.9,2,0.0
39.72,127.9,4.68,72.26,1,1.5714,0.1454,710.83,19,1.0
62.66,118.27,2.18,71.78,4,-0.0463,0.1033,509.45,27,0.0
41.34,94.13,2.13,62.24,3,-1.8341,0.2486,430.84,18,0.0
59.69,119.44,6.51,35.81,0,0.8487,0.1551,495.7,48,0.0
54.27,92.86,0.48,5.87,4,0.0227,0.4676,557.01,37,
43.54,70.67,0.19,23.67,2,1.316,0.6117,442.53,30,0.0
67.75,100.42,5.94,93.02,3,-0.1094,0.1614,480.0,16,1.0
38.06,69.88,1.51,87.92,4,-0.4262,0.0603,383.96,26,1.0
59.19,115.83,2.43,19.72,2,-1.5215,0.2513,436.75,34,1.0
60.01,116.12,1.84,32.13,4,-0.1508,0.2701,374.57,18,0.0
43.29,82.4,4.77,0.99,1,0.299,0.4734,395.46,46,0.0
63.92,102.91,0.84,31.05,5,0.4264,0.2649,705.48,33,1.0
47.5,102.72,6.38,80.06,2,-1.4167,0.4009,479.82,2,0.0
52.89,117.44,12.95,57.12,3,0.8212,0.4726,487.39,30,0.0
52.6,75.1,9.04,86.89,3,1.4902,0.399,552.13,32,1.0
48.66,111.99,11.88,96.15,2,0.1093,0.2046,686.91,28,0.0
58.11,73.66,13.83,22.12,4,0.0662,0.115,491.16,19,1.0
57.93,115.54,2.33,55.47,2,-0.2212,0.1794,293.43,45,0.0
32.51,121.25,7.94,75.52,3,-3.5816,0.3053,437.39,9,0.0
63.04,86.61,3.41,62.17,6,1.6814,0.4334,573.28,22,1.0
33.38,124.38,1.57,26.03,0,-0.4078,0.4971,627.11,37,1.0
60.33,68.52,6.87,97.72,2,-1.3943,0.2502,519.71,21,0.0
61.27,121.99,1.4,67.44,5,-0.2457,0.4238,516.28,1,1.0
39.09,128.77,0.58,1.02,7,-0.9857,0.3471,633.55,25,1.0
45.89,106.92,6.1,51.62,1,0.2057,0.1928,260.55,48,1.0
38.94,96.09,1.7,16.59,5,0.8751,0.2409,706.96,21,1.0
47.85,106.25,1.83,72.31,3,1.1086,0.5276,534.55,15,0.0
46.92,87.92,10.65,6.51,3,-0.4243,0.2356,576.09,14,0.0
57.8,152.49,0.73,34.07,4,0.7246,0.5096,593.46,15,1.0
63.1,88.27,7.24,31.35,8,1.7819,0.3094,550.95,9,1.0
63.96,126.35,2.44,89.15,3,-0.7436,0.3165,526.29,28,1.0
44.38,85.18,11.18,87.36,3,-0.9637,0.1047,552.62,13,0.0
47.91,131.94,2.9,82.33,1,-0.0033,0.433,408.67,12,1.0
33.17,140.25,2.63,74.63,1,1.5132,0.1226,444.35,23,
41.94,107.72,2.81,95.45,0,0.0092,0.3078,557.5,42,1.0
59.65,105.73,9.09,19.12,3,-0.8575,0.1395,494.88,29,1.0
66.16,80.87,0.05,81.99,2,0.7351,0.266,598.73,0,0.0
37.66,78.49,6.1,67.34,2,-0.8168,0.1904,547.13,25,
44.08,105.96,1.15,70.14,5,-0.6574,0.2429,441.44,43,1.0
49.74,129.16,10.69,42.69,1,0.268,0.3844,569.35,4,1.0
52.8,89.04,2.36,65.22,6,-0.2195,0.3787,527.13,47,1.0
41.9,144.16,2.07,23.74,4,1.0507,0.1702,583.41,11,
54.24,87.8,6.23,53.02,5,1.6056,0.2732,688.29,3,0.0
45.26,104.59,6.41,97.07,5,0.3422,0.6469,485.14,33,1.0
49.86,104.64,5.02,68.47,4,0.6166,0.3294,609.12,36,1.0
55.46,97.97,2.0,67.55,3,-1.8147,0.3906,410.59,47,0.0
50.06,59.12,4.71,23.53,2,1.719,0.3303,511.74,32,0.0
45.64,87.62,0.28,84.08,8,-1.1201,0.4849,623.04,34,1.0
48.9,103.99,15.53,92.34,4,-0.9214,0.3332,462.26,13,0.0
49.12,98.08,3.01,10.83,3,-2.1176,0.4313,608.18,9,1.0
46.3,112.72,1.82,45.24,3,0.5423,0.0764,616.5,29,
47.41,115.14,9.86,66.58,3,0.0002,0.1109,486.39,7,1.0
65.99,95.2,1.96,88.35,6,-0.3103,0.3295,549.01,34,0.0
55.61,80.75,29.34,53.69,1,1.3506,0.5747,596.63,5,0.0
47.05,130.97,5.87,42.01,3,1.1568,0.1368,644.36,1,0.0
56.97,72.89,5.24,3.92,5,0.7528,0.2701,597.15,11,0.0
46.66,88.09,0.82,55.14,2,0.315,0.1008,416.4,14,1.0
61.73,83.0,4.71,32.93,2,0.7915,0.1579,489.03,24,1.0
53.7,114.93,0.84,99.31,6,0.549,0.6314,618.76,49,1.0
48.93,126.34,7.65,59.81,1,1.9855,0.2912,496.15,5,1.0
54.48,96.53,0.74,21.46,0,-0.8162,0.2301,472.59,15,0.0
34.29,104.6,2.22,99.26,3,-1.3527,0.5627,446.91,32,0.0
38.73,108.58,3.24,59.1,0,0.0987,0.1019,467.46,41,1.0
38.06,136.08,8.18,76.93,7,0.6573,0.502,511.58,0,
51.43,64.53,5.01,96.9,4,-0.1805,0.5889,374.25,27,1.0
67.33,114.88,6.89,75.05,2,-0.2064,0.2276,456.88,42,0.0
72.31,107.53,1.4,94.34,3,-0.2254,0.3312,343.18,12,
56.38,92.58,1.35,36.2,4,0.5554,0.1644,596.68,33,0.0
55.01,106.52,2.4,5.15,2,-0.3769,0.3336,645.91,46,1.0
31.99,114.82,0.09,96.4,3,0.0276,0.2659,522.27,17,1.0
44.57,111.66,8.88,54.77,1,1.2862,0.5321,554.19,0,1.0
42.12,143.17,2.31,77.13,3,0.4742,0.2905,498.08,27,1.0
43.79,102.55,0.35,55.14,5,0.7446,0.8118,485.16,19,1.0
48.32,100.54,10.29,76.1,1,-0.2298,0.3907,541.21,3,1.0
45.28,96.37,17.18,5.96,1,0.2148,0.2741,605.76,24,1.0
30.21,111.06,5.2,6.68,1,0.5918,0.145,397.15,9,
57.48,99.36,2.2,91.98,0,0.0396,0.4865,640.54,37,0.0
39.27,100.26,2.67,43.58,0,0.6831,0.3926,433.22,19,0.0
52.39,100.36,1.48,30.09,0,0.6794,0.1946,463.41,36,0.0
70.74,97.31,6.21,91.48,1,0.4156,0.21,445.12,22,0.0
40.81,87.83,2.2,99.88,1,0.5086,0.0592,447.66,35,0.0
24.7,108.36,0.17,61.42,3,0.5626,0.2069,441.28,41,1.0
47.14,94.3,0.24,56.0,2,-0.1839,0.0501,364.8,11,0.0
61.01,112.27,4.77,91.75,1,0.4762,0.5519,366.51,22,
69.58,102.22,1.72,17.84,6,-0.2083,0.198,309.68,27,
37.7,92.27,0.92,63.29,4,1.6369,0.3523,632.35,43,0.0
54.97,131.3,4.02,80.63,5,-0.7224,0.2177,662.61,20,1.0
45.35,97.95,1.63,73.95,4,0.1355,0.3014,557.48,15,0.0
48.94,112.46,0.38,74.84,1,0.1402,0.4947,405.91,32,1.0
76.44,86.0,1.08,80.5,2,1.4055,0.5348,446.56,12,0.0
34.97,59.49,7.52,21.24,1,-1.5634,0.2904,382.53,34,1.0
52.54,88.66,9.55,55.54,0,0.692,0.3284,454.04,22,0.0
54.68,57.25,10.28,10.98,5,1.0721,0.1461,629.78,28,1.0
60.86,95.26,3.83,9.08,3,-2.8619,0.191,369.24,0,0.0
50.98,129.37,15.07,81.78,5,0.6159,0.4826,485.17,3,0.0
53.08,81.89,0.82,81.19,4,-0.3921,0.2839,297.71,0,0.0
46.08,57.88,5.67,18.24,3,-2.692,0.303,362.09,35,1.0
52.69,130.01,6.09,56.56,4,0.7214,0.6221,712.84,10,
46.57,90.49,0.27,3.9,6,-0.6295,0.2379,325.79,8,
56.22,99.69,1.66,37.08,2,0.0363,0.4132,423.38,43,0.0
46.3,115.77,14.88,14.72,2,0.38,0.059,544.62,29,0.0
53.77,110.46,7.12,37.24,1,1.7685,0.165,254.6,14,0.0
49.71,115.01,0.28,58.0,2,-0.9478,0.176,537.58,11,0.0
61.26,118.01,3.89,80.47,2,1.5223,0.3312,435.62,48,0.0
49.49,65.08,5.23,51.33,3,0.464,0.2548,603.5,40,1.0
32.27,71.71,18.08,93.15,2,-1.7234,0.0346,344.08,2,0.0
62.62,123.42,6.3,10.11,1,-0.2074,0.5809,554.5,35,1.0
40.94,84.37,5.09,53.89,4,-0.4977,0.2597,524.88,6,0.0
43.46,86.55,11.96,90.71,4,-0.0486,0.2613,409.3,3,0.0
44.04,74.74,5.41,23.43,3,1.0318,0.0739,695.07,17,0.0
63.74,91.9,13.45,77.09,0,-0.5619,0.3901,561.92,45,1.0
28.64,93.01,3.39,25.52,2,-0.7729,0.089,422.63,17,1.0
81.38,81.25,6.34,97.77,2,0.1306,0.6462,452.33,21,1.0
60.56,78.94,5.0,75.69,3,1.9861,0.3492,433.24,13,0.0
52.23,106.37,4.02,65.33,0,0.6978,0.3449,607.36,47,1.0
49.45,83.85,1.96,87.31,5,0.0778,0.0803,567.22,30,0.0
52.86,87.87,11.71,58.77,3,-0.4281,0.0454,575.85,15,0.0
55.21,56.27,1.57,29.23,2,1.3895,0.1868,431.94,45,0.0
56.45,138.76,0.87,31.8,2,1.6365,0.1696,550.93,34,1.0
55.56,118.84,6.22,58.88,4,0.0197,0.367,380.34,40,0.0
50.9,90.1,3.95,52.81,2,1.2071,0.2066,393.62,18,0.0
48.03,82.02,1.52,90.8,3,0.7391,0.2099,448.9,41,1.0
48.49,100.22,10.21,54.19,2,0.5733,0.0456,306.7,6,0.0
48.05,99.67,1.69,51.08,4,-0.0183,0.0793,529.38,45,0.0
61.34,74.48,0.33,44.84,3,-2.1207,0.3776,470.08,5,0.0
55.94,48.99,0.08,12.87,5,1.9744,0.1216,657.23,6,
20.6,89.48,12.81,12.06,5,0.3658,0.1407,421.52,49,1.0
56.56,68.73,2.57,66.79,2,-1.3363,0.0645,491.26,41,0.0
51.95,103.43,1.2,45.88,6,-0.5413,0.0631,614.45,11,1.0
49.81,103.56,4.19,54.62,5,0.7985,0.4601,532.65,0,1.0
46.11,80.54,3.35,92.71,1,-0.8741,0.2762,487.85,31,1.0
61.24,89.31,43.79,78.3,2,0.3876,0.1654,511.62,11,0.0
59.48,135.26,10.97,37.95,8,0.874,0.156,842.28,0,0.0
42.27,115.5,1.58,77.79,3,-0.4066,0.5726,392.45,26,
54.07,90.95,5.98,97.37,1,-0.5223,0.3996,463.13,21,1.0
40.28,145.84,2.45,16.34,4,-1.9513,0.3049,534.77,28,0.0
36.2,76.06,2.27,89.68,4,-0.2333,0.2995,387.37,30,
43.73,83.75,2.29,35.43,0,1.1549,0.3197,521.61,20,0.0
58.62,97.79,5.1,73.58,3,1.1568,0.3804,211.79,8,0.0
59.53,69.38,3.86,67.95,0,0.0553,0.4295,196.16,3,1.0
55.13,135.81,7.03,70.71,3,-0.5758,0.2333,366.96,29,0.0
57.25,103.66,0.83,89.19,2,1.4771,0.363,430.22,8,1.0
55.16,84.2,2.77,63.05,4,-0.3277,0.4533,422.29,21,0.0
43.59,108.96,9.84,19.07,1,0.4598,0.4571,570.88,1,0.0
54.32,102.92,0.02,66.89,3,0.7903,0.6427,473.73,2,1.0
58.0,93.91,4.88,33.85,3,0.0682,0.1713,350.75,36,0.0
57.54,75.83,7.7,95.44,4,1.6922,0.2984,552.11,47,0.0
61.89,71.28,2.42,31.33,3,-0.1168,0.4212,477.83,11,1.0
57.08,143.74,10.75,24.11,2,0.1001,0.2535,499.9,3,1.0
53.51,72.95,6.65,1.56,3,-0.6292,0.2564,546.45,5,0.0
60.7,133.96,4.66,86.21,4,-0.4122,0.0506,406.65,30,
49.73,83.1,1.11,91.61,5,0.0077,0.1714,345.84,16,0.0
41.18,115.8,5.54,6.76,6,0.4075,0.4598,400.23,33,0.0
48.37,109.31,8.97,41.46,5,-0.1282,0.1441,381.87,41,0.0
42.55,113.31,6.54,41.86,2,-0.0458,0.0664,566.3,37,1.0
43.25,114.64,4.28,80.03,4,-1.4771,0.283,287.23,27,0.0
48.55,67.77,6.27,34.37,4,0.9127,0.2368,549.67,46,0.0
42.08,86.47,18.84,34.34,0,-0.8588,0.0564,486.2,13,0.0
46.92,72.64,0.05,33.17,1,1.38,0.2213,465.67,21,1.0
31.06,103.79,5.45,42.92,6,0.0429,0.2492,730.86,9,
52.13,73.53,7.88,64.27,4,-0.3476,0.0862,632.03,37,0.0
50.01,60.38,5.09,96.86,2,0.2527,0.4533,556.39,17,1.0
41.83,95.25,1.59,52.82,3,-1.0196,0.2303,526.6,43,1.0
56.59,55.82,8.65,38.95,6,0.4026,0.4063,716.78,40,
59.38,105.17,12.23,1.76,1,1.0307,0.2017,527.05,14,
33.92,74.85,5.75,16.02,3,-0.0799,0.2534,473.54,15,1.0
42.37,83.19,3.58,94.81,2,0.0519,0.1282,485.55,1,0.0
42.31,54.39,2.28,25.97,2,1.0415,0.4533,475.85,34,1.0
40.6,133.0,2.0,20.18,4,-0.0223,0.2939,572.05,46,0.0
58.29,70.74,6.42,17.22,2,0.7662,0.1712,380.83,38,1.0
48.06,92.72,4.67,58.81,2,1.4479,0.1379,424.67,23,0.0
47.35,64.17,0.85,39.5,2,0.8662,0.5906,422.63,14,1.0
29.96,83.29,0.76,58.39,3,-0.5072,0.0754,549.54,6,0.0
56.35,135.04,0.37,97.4,6,1.8106,0.1757,345.5,35,0.0
37.61,105.95,5.75,7.46,3,-0.1261,0.3043,457.04,35,0.0
50.6,85.53,1.89,13.47,9,0.0346,0.4279,489.39,22,1.0
52.77,99.32,0.1,57.36,4,-0.5336,0.2364,383.84,9,1.0
63.61,88.79,2.06,16.4,3,1.202,0.3933,588.82,39,1.0
36.91,98.15,8.92,66.34,4,-0.767,0.1253,474.46,26,0.0
19.8,114.88,1.42,81.42,3,0.2383,0.189,488.91,29,0.0
51.84,93.38,5.02,72.77,2,-0.3596,0.1673,408.41,6,
68.01,104.4,2.9,31.74,2,-0.4336,0.0779,553.71,5,0.0
62.39,104.73,3.98,83.82,4,1.5748,0.4655,425.16,31,0.0
52.1,93.48,4.53,51.03,2,-2.2598,0.7442,497.01,44,1.0
45.08,85.28,3.03,78.31,2,1.7096,0.4458,473.47,35,1.0
58.07,89.5,0.3,96.19,3,0.6931,0.3471,547.23,19,1.0
40.26,113.98,4.19,46.52,2,-0.2911,0.0812,618.8,35,1.0
54.76,115.65,2.53,46.51,6,-0.5815,0.6639,678.2,17,0.0
55.05,77.24,1.11,24.92,4,0.9249,0.2311,502.36,35,1.0
60.6,94.78,11.34,12.3,3,-1.3444,0.0707,451.24,33,0.0
77.6,84.94,6.66,73.51,4,2.0352,0.4581,530.5,24,0.0
53.92,116.0,1.67,74.82,5,-2.3214,0.1091,547.62,10,0.0
44.91,90.58,3.87,49.43,5,1.8837,0.0569,466.11,27,1.0
49.74,144.02,16.5,75.68,2,0.4939,0.2548,524.27,40,0.0
32.31,104.36,1.41,24.37,1,1.6292,0.3604,607.53,42,0.0
43.05,123.64,14.72,0.35,3,-0.6995,0.0575,496.14,18,1.0
45.91,79.71,5.75,3.26,0,0.4819,0.3836,587.41,6,1.0
44.76,100.23,3.89,55.84,5,-0.1528,0.3061,620.29,7,0.0
51.52,112.32,20.43,5.11,2,-0.0156,0.4743,628.77,49,
41.78,79.33,2.03,82.95,8,0.5852,0.2952,431.16,48,0.0
61.21,100.41,1.63,71.37,2,1.1536,0.3134,432.95,8,0.0
50.0,121.04,2.07,87.56,3,0.5229,0.1,562.94,39,
49.91,93.45,6.95,68.87,1,-0.6267,0.1958,441.12,18,1.0
46.72,82.96,2.05,6.19,4,0.0515,0.2547,544.71,13,0.0
51.55,136.06,0.54,32.0,2,-0.1321,0.4657,347.25,9,0.0
58.25,76.57,5.17,35.69,0,-1.4271,0.1743,678.82,37,0.0
41.33,103.12,1.26,58.04,1,-2.5284,0.2676,425.12,3,0.0
43.42,85.83,0.02,96.28,4,-2.498,0.3055,678.9,42,1.0
46.96,81.26,1.11,76.99,2,-0.4419,0.037,314.15,10,1.0
36.54,114.83,8.55,25.21,3,-0.6123,0.4384,622.48,15,
41.81,95.89,14.09,9.75,4,-1.4171,0.6768,518.47,42,0.0
45.24,108.12,5.42,89.71,9,0.6969,0.1131,581.33,46,0.0
58.74,54.9,1.86,57.87,2,0.1622,0.4513,423.28,7,0.0
52.63,110.06,2.87,14.53,2,-1.4429,0.0623,617.03,19,0.0
51.94,85.59,1.08,83.64,4,0.9457,0.4304,226.74,44,0.0
58.51,62.42,10.63,63.25,2,-0.2577,0.3526,539.18,34,0.0
48.63,137.69,5.48,88.96,2,-0.3316,0.2046,608.2,19,1.0
53.9,112.02,0.44,76.13,1,-0.1524,0.135,599.59,6,
48.97,104.55,2.29,52.11,2,0.8483,0.2007,438.83,6,0.0
52.65,124.99,3.86,56.38,8,-3.32,0.2276,338.15,43,0.0
44.17,104.95,7.98,52.33,2,-0.8707,0.2192,430.17,32,
25.61,84.03,12.66,5.47,1,1.6565,0.1773,465.41,34,0.0
48.66,96.5,0.71,93.47,3,-1.1105,0.2233,572.04,33,1.0
64.23,86.43,9.0,98.76,2,0.7586,0.2724,508.12,20,0.0
59.26,89.99,0.34,30.44,2,-1.8878,0.3931,694.72,29,1.0
59.65,74.85,1.38,81.94,0,-0.2083,0.2272,418.35,17,1.0
62.36,80.6,0.11,99.75,4,0.0861,0.2431,579.54,28,0.0
50.89,117.89,0.33,1.94,0,0.4776,0.3504,436.12,14,0.0
51.97,106.64,0.16,32.23,4,-0.4204,0.1768,492.35,31,0.0
43.82,89.94,0.79,57.0,1,-0.0907,0.4638,505.08,18,1.0
46.84,79.44,10.46,39.44,6,-1.7631,0.0558,628.13,42,1.0
56.16,91.89,1.67,96.78,5,0.0526,0.1421,367.36,30,0.0
62.04,66.32,3.27,19.18,3,0.8552,0.5443,464.16,39,1.0
48.61,102.53,3.34,39.3,4,-1.6488,0.1127,514.23,16,
45.5,118.91,26.76,73.3,0,1.1019,0.5132,596.4,29,0.0
50.01,147.34,2.27,79.7,2,-0.4977,0.1806,501.27,43,1.0
56.01,77.93,1.54,10.1,1,1.5297,0.2693,480.31,9,0.0
35.56,118.08,16.52,22.08,3,0.461,0.4155,489.94,47,
27.04,85.86,4.49,13.21,1,1.7589,0.4649,482.22,30,0.0
44.49,77.43,1.71,50.0,1,0.93,0.3768,533.32,34,1.0
37.79,77.42,1.69,53.25,6,1.2623,0.3558,485.55,36,1.0
44.92,102.81,0.45,73.72,2,0.2346,0.127,359.09,1,0.0
48.52,81.38,4.07,87.36,2,-2.2446,0.1942,436.61,4,
45.47,87.86,6.43,13.75,3,0.727,0.3198,556.09,48,1.0
64.52,91.19,3.22,53.01,0,0.5859,0.2024,651.63,34,
53.27,85.2,10.79,48.06,5,0.3296,0.0191,349.1,24,1.0
53.0,83.75,3.31,89.55,5,-0.6256,0.3078,324.74,31,0.0
56.22,51.42,2.13,52.8,6,-0.4868,0.0772,568.56,30,1.0
38.61,101.74,1.44,23.04,1,0.2616,0.0852,420.17,25,1.0
60.39,101.35,1.39,92.6,3,1.4327,0.3141,417.69,5,0.0
49.24,84.05,1.9,93.1,3,0.3434,0.2292,637.99,14,1.0
56.7,107.21,24.13,12.57,6,0.9478,0.521,542.11,29,
39.28,127.94,2.24,85.3,4,0.0773,0.1661,372.93,40,
34.46,100.47,3.72,83.71,3,-0.0767,0.5028,701.26,17,1.0
58.18,126.61,1.61,58.94,5,1.1605,0.4151,606.06,8,
53.76,144.76,0.77,47.29,4,-1.0446,0.2171,500.93,6,1.0
40.98,150.61,5.19,18.48,7,-0.0966,0.3496,449.05,31,
41.3,76.24,3.94,21.01,1,-1.1353,0.6006,667.41,42,
61.25,76.34,0.35,26.3,3,-1.0009,0.2048,533.2,2,1.0
38.11,91.11,10.72,8.07,2,-0.6188,0.5453,429.9,20,1.0
66.43,102.57,3.54,71.19,3,-1.633,0.2404,655.03,4,1.0
40.99,131.73,2.04,4.97,4,-0.2248,0.2156,517.43,47,1.0
56.38,112.54,7.56,9.6,3,-0.981,0.1245,504.78,23,
46.71,75.93,0.59,16.52,2,-0.5143,0.107,432.58,27,0.0
56.03,87.77,3.21,68.89,2,-0.5379,0.4647,507.37,45,1.0
44.56,99.16,3.98,11.6,3,-0.7633,0.3081,390.86,31,0.0
48.37,70.22,7.46,17.75,4,0.8877,0.6754,309.54,17,0.0
50.41,100.27,2.31,93.68,1,0.5176,0.1801,426.33,8,0.0
39.98,76.23,9.65,28.39,3,0.6125,0.5205,442.45,29,1.0
57.41,66.99,5.98,69.4,2,-0.0145,0.2395,638.1,42,0.0
44.87,81.06,7.37,93.29,4,0.9148,0.0557,537.39,35,1.0
47.71,108.22,17.38,4.15,5,-0.3158,0.1796,752.93,19,1.0
40.06,108.08,9.31,46.65,2,0.76,0.4592,477.33,4,1.0
24.38,101.93,2.13,53.52,0,0.5759,0.2041,603.52,35,1.0
48.09,119.83,5.19,76.08,1,0.5455,0.2946,506.26,3,0.0
74.13,117.71,10.15,96.41,7,-1.2719,0.2591,454.16,6,0.0
57.85,104.09,3.72,4.08,3,0.8291,0.3258,443.37,24,0.0
49.81,101.33,5.74,38.04,4,0.0313,0.1445,471.89,42,1.0
47.37,102.59,0.95,43.09,1,0.4176,0.1595,612.54,45,1.0
50.22,97.05,8.46,96.67,2,1.0862,0.3305,466.9,32,1.0
55.47,56.51,7.08,76.01,4,0.2818,0.3283,483.47,44,0.0
38.19,122.71,10.99,93.53,2,0.4796,0.7421,652.63,15,0.0
61.14,107.95,6.19,13.54,2,-0.044,0.417,687.09,28,1.0
57.15,75.67,10.47,2.47,4,0.2156,0.0254,559.61,33,0.0
57.18,128.56,0.88,97.1,2,0.281,0.3112,662.65,25,1.0
54.38,88.2,8.4,33.09,5,0.0914,0.3105,475.06,24,0.0
50.2,97.84,15.28,65.7,8,-0.2833,0.2392,327.87,26,1.0
56.73,120.47,8.45,15.71,5,-1.3445,0.3163,529.41,10,1.0
55.92,104.4,4.78,55.34,3,-0.7396,0.7053,488.86,3,0.0
46.46,126.71,13.05,94.11,6,-2.728,0.2334,378.11,13,1.0
44.26,92.96,0.5,70.27,6,0.9626,0.1273,429.05,25,
51.02,133.82,0.09,45.17,1,-1.0361,0.332,436.58,32,0.0
65.49,84.44,16.81,92.23,2,-1.2061,0.0139,420.05,29,1.0
37.61,126.35,5.74,12.6,2,0.4227,0.1937,430.97,37,1.0
35.32,54.7,0.61,46.93,3,-1.1456,0.3281,444.27,31,
51.65,78.0,2.08,57.28,3,-0.6177,0.22,704.46,16,0.0
50.51,105.96,6.91,1.37,5,-0.3482,0.4484,473.8,23,1.0
